CODIGO_VENDA;DATA_VENDA;CODIGO_CLIENTE;CODIGO_LOJA_VENDEDOR;FORMA_PAGAMENTO;TIPO_PAGAMENTO;VALOR_FINAL
658;2021-04-23 09:06:17;352;13;4.0;PARCELADO;1760.69
1682;2021-04-23 13:52:22;804;14;3.0;A VISTA;571.99
1813;2021-04-24 09:17:12;1356;7;2.0;A VISTA;123.42
1605;2021-04-25 11:15:57;156;9;3.0;A VISTA;2628.23
2232;2021-04-27 11:16:25;487;12;1.0;A VISTA;1997.97
678;2021-04-27 11:52:40;1338;12;4.0;A VISTA;408.62
2506;2021-04-30 09:48:22;499;11;2.0;A VISTA;1732.35
85;2021-04-30 16:32:11;575;0;1.0;PARCELADO;938.89
511;2021-05-01 11:11:15;1131;6;4.0;A VISTA;638.03
387;2021-05-01 15:17:53;223;15;1.0;A VISTA;705.11
454;2021-05-02 15:46:51;292;2;1.0;A VISTA;2288.94
455;2021-05-02 15:46:51;1042;1;4.0;A VISTA;582.95
67;2021-05-04 15:14:48;711;7;1.0;A VISTA;1336.87
2366;2021-05-05 09:26:50;959;2;1.0;PARCELADO;33.22
1652;2021-05-05 16:01:43;864;6;1.0;A VISTA;1639.9099999999999
1653;2021-05-05 16:01:43;551;1;3.0;A VISTA;1293.55
1365;2021-05-06 12:43:48;1222;3;3.0;PARCELADO;332.32
2337;2021-05-06 16:22:44;201;12;4.0;A VISTA;1382.44
2085;2021-05-08 16:25:13;896;15;2.0;A VISTA;178.66000000000003
2022;2021-05-09 03:25:28;670;0;2.0;PARCELADO;784.32
1222;2021-05-11 01:45:58;1178;0;2.0;A VISTA;449.14
1824;2021-05-12 11:30:29;246;8;2.0;A VISTA;3398.2
460;2021-05-12 15:10:06;519;11;2.0;A VISTA;10.38
461;2021-05-12 15:10:06;34;1;4.0;A VISTA;601.27
1416;2021-05-13 09:09:51;93;4;4.0;A VISTA;951.81
1319;2021-05-13 10:16:16;304;5;4.0;A VISTA;276.4
1631;2021-05-13 14:17:10;1224;6;4.0;A VISTA;1480.19
773;2021-05-14 09:39:34;568;2;1.0;A VISTA;296.82
774;2021-05-14 09:39:34;766;1;1.0;PARCELADO;1323.08
2330;2021-05-14 11:43:22;1368;4;4.0;A VISTA;868.7
1562;2021-05-15 09:36:13;1084;5;2.0;A VISTA;342.76
2186;2021-05-15 17:11:19;234;16;3.0;A VISTA;1757.8600000000001
1509;2021-05-18 14:35:05;254;7;1.0;A VISTA;625.17
1805;2021-05-18 17:37:34;612;7;3.0;A VISTA;84.94
1806;2021-05-18 17:37:34;272;1;4.0;A VISTA;3157.06
1264;2021-05-19 10:27:09;886;5;4.0;A VISTA;325.28000000000003
466;2021-05-19 13:44:47;1234;14;3.0;A VISTA;825.67
1697;2021-05-20 09:35:45;979;5;1.0;PARCELADO;90.53999999999999
1796;2021-05-20 09:43:28;1275;3;2.0;A VISTA;1428.42
1236;2021-05-20 12:32:03;291;15;3.0;PARCELADO;609.75
2212;2021-05-21 10:44:46;603;10;2.0;PARCELADO;11.0
1692;2021-05-22 17:22:22;1345;16;4.0;A VISTA;2172.82
651;2021-05-23 12:41:35;974;15;2.0;A VISTA;499.15999999999997
941;2021-05-23 17:48:39;1268;4;3.0;A VISTA;935.88
2203;2021-05-24 09:35:42;1256;10;3.0;A VISTA;1877.48
755;2021-05-26 00:01:01;824;0;4.0;A VISTA;2599.04
571;2021-05-27 05:29:40;1201;0;2.0;A VISTA;800.6
1927;2021-05-28 10:43:37;860;14;1.0;A VISTA;781.21
1159;2021-05-28 17:08:05;180;9;2.0;A VISTA;102.59
1137;2021-05-30 11:09:16;951;5;2.0;PARCELADO;433.32
628;2021-06-01 09:37:58;1140;9;1.0;PARCELADO;1827.5
430;2021-06-03 14:03:45;190;15;4.0;A VISTA;1187.29
1399;2021-06-04 12:33:40;1158;12;4.0;A VISTA;1058.56
2018;2021-06-05 09:26:10;911;6;3.0;A VISTA;1598.58
809;2021-06-05 13:30:19;353;12;3.0;PARCELADO;403.45
727;2021-06-05 14:44:03;1101;8;2.0;A VISTA;111.85
161;2021-06-06 16:23:11;260;8;4.0;A VISTA;1740.22
1561;2021-06-08 12:52:33;15;10;1.0;A VISTA;1546.7
1275;2021-06-09 12:50:03;420;14;2.0;PARCELADO;58.66
1100;2021-06-11 16:48:04;973;4;1.0;A VISTA;1179.93
2173;2021-06-13 15:45:20;462;12;2.0;A VISTA;986.61
1681;2021-06-14 16:11:12;48;2;1.0;A VISTA;614.1
1065;2021-06-17 17:16:46;1362;6;2.0;A VISTA;941.17
1125;2021-06-19 16:34:04;725;0;1.0;A VISTA;1171.62
2471;2021-06-23 09:15:44;376;14;3.0;PARCELADO;679.33
2047;2021-06-23 10:03:46;879;2;1.0;PARCELADO;1163.65
285;2021-06-23 12:25:04;452;5;4.0;PARCELADO;156.76999999999998
1807;2021-06-24 11:45:38;337;11;3.0;A VISTA;118.9
1759;2021-06-24 11:51:36;959;9;1.0;A VISTA;1004.4200000000001
2455;2021-06-24 14:56:12;1188;8;3.0;A VISTA;1531.19
195;2021-06-25 12:12:44;963;11;3.0;A VISTA;79.68
498;2021-06-25 12:46:05;249;11;3.0;A VISTA;865.5
1899;2021-06-25 16:14:39;1022;5;1.0;A VISTA;169.54000000000002
576;2021-06-25 23:12:47;1350;0;2.0;A VISTA;1370.73
577;2021-06-25 23:12:47;560;1;3.0;A VISTA;279.24
1724;2021-06-26 09:54:12;426;11;4.0;A VISTA;865.3199999999999
2430;2021-06-28 11:28:14;1387;9;2.0;A VISTA;1876.75
1515;2021-06-30 14:33:37;72;14;2.0;A VISTA;1067.85
1783;2021-07-01 10:54:26;224;5;3.0;A VISTA;1361.19
822;2021-07-02 16:22:31;772;5;2.0;A VISTA;1268.3999999999999
954;2021-07-02 16:56:55;93;5;4.0;A VISTA;1228.87
955;2021-07-02 16:56:55;992;1;2.0;PARCELADO;294.51
1739;2021-07-03 08:53:33;1253;0;4.0;A VISTA;932.72
93;2021-07-05 13:35:24;569;9;3.0;A VISTA;875.11
27;2021-07-05 17:40:50;1344;7;2.0;A VISTA;648.95
1494;2021-07-06 10:44:23;431;13;2.0;A VISTA;34.65
1886;2021-07-06 15:43:07;1128;12;1.0;A VISTA;2085.81
138;2021-07-07 11:39:03;299;5;2.0;A VISTA;1118.6999999999998
2248;2021-07-07 12:20:47;1188;3;2.0;PARCELADO;679.3
1161;2021-07-08 15:02:15;636;13;2.0;A VISTA;1874.3999999999999
25;2021-07-09 16:42:02;298;14;2.0;A VISTA;1559.05
1094;2021-07-10 17:26:48;177;9;1.0;A VISTA;547.11
1042;2021-07-10 19:50:39;621;0;4.0;A VISTA;4.41
1145;2021-07-11 09:19:46;669;8;3.0;PARCELADO;738.63
1527;2021-07-11 11:09:50;1129;10;2.0;A VISTA;1754.29
1166;2021-07-11 12:07:17;755;9;2.0;A VISTA;780.21
1338;2021-07-12 10:12:07;1017;6;2.0;A VISTA;4402.07
112;2021-07-13 09:55:33;534;7;1.0;A VISTA;1667.62
2168;2021-07-13 16:01:17;1360;7;3.0;A VISTA;715.22
917;2021-07-13 17:09:45;402;9;1.0;A VISTA;3.12
1951;2021-07-16 14:23:23;876;15;2.0;PARCELADO;145.25
362;2021-07-18 15:27:02;773;14;1.0;A VISTA;68.91
1320;2021-07-19 09:26:19;1188;14;2.0;A VISTA;499.68
1540;2021-07-20 14:49:57;1381;2;1.0;A VISTA;2680.41
1914;2021-07-22 14:54:20;367;2;4.0;A VISTA;1266.54
2495;2021-07-23 17:00:40;1032;16;2.0;A VISTA;2153.65
764;2021-07-24 14:02:13;456;3;3.0;PARCELADO;499.05
433;2021-07-24 22:00:35;1071;0;3.0;A VISTA;325.29
2042;2021-07-25 09:18:05;394;2;3.0;A VISTA;764.93
1301;2021-07-25 11:26:21;558;2;2.0;A VISTA;682.91
514;2021-07-25 14:19:07;1313;2;1.0;A VISTA;77.36
1625;2021-07-28 13:10:38;94;7;3.0;A VISTA;20.5
1435;2021-08-01 12:23:02;1316;6;2.0;A VISTA;824.37
1386;2021-08-01 15:02:02;1334;14;4.0;PARCELADO;2812.78
2082;2021-08-02 12:02:07;322;9;2.0;A VISTA;236.28
1095;2021-08-02 14:24:33;646;15;4.0;PARCELADO;1605.2399999999998
2049;2021-08-03 12:54:29;1067;10;1.0;A VISTA;2068.52
1178;2021-08-03 14:03:45;1140;8;4.0;PARCELADO;1186.82
261;2021-08-04 14:27:50;869;7;4.0;A VISTA;2175.25
1702;2021-08-04 15:25:54;1024;6;4.0;A VISTA;480.8
163;2021-08-06 11:14:00;1249;13;1.0;A VISTA;422.26
1830;2021-08-07 12:02:24;1109;6;3.0;A VISTA;797.9
1991;2021-08-08 15:57:17;1095;4;3.0;A VISTA;948.6
715;2021-08-09 17:50:35;655;4;1.0;PARCELADO;1155.9299999999998
2015;2021-08-10 09:50:52;601;6;4.0;A VISTA;1473.04
676;2021-08-11 13:27:10;473;11;1.0;PARCELADO;676.9699999999999
2160;2021-08-11 14:25:03;1341;12;2.0;PARCELADO;305.46000000000004
2006;2021-08-12 13:13:52;1287;14;1.0;A VISTA;577.98
753;2021-08-12 14:38:17;632;4;2.0;A VISTA;798.81
1966;2021-08-13 15:30:55;635;15;2.0;A VISTA;1010.8800000000001
2316;2021-08-13 16:53:38;504;15;4.0;PARCELADO;1347.85
2138;2021-08-15 15:22:43;239;14;2.0;A VISTA;148.5
1980;2021-08-15 16:25:34;849;15;4.0;PARCELADO;1680.84
1059;2021-08-16 22:00:19;1081;0;2.0;A VISTA;1078.64
109;2021-08-17 17:43:21;29;12;1.0;A VISTA;1021.0500000000001
1173;2021-08-18 15:51:18;637;13;3.0;PARCELADO;69.39
1427;2021-08-20 11:23:37;1252;6;3.0;A VISTA;5.11
1532;2021-08-21 13:53:34;1262;3;3.0;A VISTA;1203.28
1810;2021-08-23 14:06:01;1153;11;4.0;A VISTA;2382.86
1423;2021-08-23 16:35:56;98;14;1.0;A VISTA;27.75
879;2021-08-24 21:17:22;989;0;4.0;A VISTA;196.72
880;2021-08-24 21:17:22;488;1;1.0;A VISTA;202.07
881;2021-08-24 21:17:22;590;1;1.0;A VISTA;1139.97
882;2021-08-24 21:17:22;1167;1;2.0;PARCELADO;660.0799999999999
869;2021-08-25 17:14:44;311;3;2.0;A VISTA;897.75
1092;2021-08-30 14:44:27;1107;4;3.0;A VISTA;120.47
252;2021-09-02 12:45:06;1003;14;4.0;A VISTA;257.8
24;2021-09-03 10:26:40;533;5;1.0;PARCELADO;1792.34
508;2021-09-03 10:29:14;869;16;1.0;A VISTA;1389.48
827;2021-09-03 11:24:27;415;2;2.0;A VISTA;772.1600000000001
1346;2021-09-05 10:19:21;981;6;1.0;A VISTA;3305.32
139;2021-09-06 11:29:29;377;10;4.0;A VISTA;15.78
140;2021-09-06 11:29:29;1003;1;2.0;A VISTA;1492.3999999999999
751;2021-09-07 15:52:13;33;12;3.0;A VISTA;565.8
1090;2021-09-08 09:07:40;834;6;4.0;PARCELADO;1222.1299999999999
216;2021-09-09 13:00:11;174;2;3.0;A VISTA;87.48
56;2021-09-09 16:51:01;1348;4;2.0;A VISTA;31.76
1611;2021-09-10 15:54:27;1051;11;1.0;A VISTA;1408.94
1612;2021-09-10 15:54:27;1199;1;4.0;A VISTA;99.35
1078;2021-09-11 02:54:03;772;0;4.0;A VISTA;1641.36
510;2021-09-11 12:35:06;2;9;4.0;A VISTA;1356.79
2111;2021-09-12 15:17:08;312;8;4.0;A VISTA;2115.88
2112;2021-09-12 15:17:08;995;1;3.0;A VISTA;1813.4399999999998
209;2021-09-13 10:34:24;69;11;1.0;PARCELADO;1090.3899999999999
2301;2021-09-16 09:46:26;543;11;4.0;PARCELADO;1080.43
1911;2021-09-16 16:08:17;982;8;2.0;A VISTA;1088.41
811;2021-09-17 14:10:05;889;16;3.0;A VISTA;1418.73
1088;2021-09-19 10:47:41;977;14;2.0;PARCELADO;443.88
422;2021-09-21 14:44:10;539;8;1.0;PARCELADO;143.37
2290;2021-09-23 13:58:39;742;10;2.0;A VISTA;1924.23
1618;2021-09-24 10:19:13;1284;15;1.0;A VISTA;328.0
72;2021-09-24 12:31:35;1396;8;1.0;A VISTA;1117.47
2154;2021-09-25 09:05:46;315;4;1.0;PARCELADO;170.72
9;2021-09-26 15:52:52;782;14;2.0;A VISTA;458.01
1300;2021-09-27 03:48:42;640;0;2.0;A VISTA;349.37
825;2021-09-27 12:20:20;1009;7;3.0;A VISTA;1130.28
1394;2021-09-27 15:32:05;239;6;1.0;A VISTA;469.38
1514;2021-09-28 16:53:32;1059;15;4.0;PARCELADO;1143.38
311;2021-09-28 17:31:19;745;2;4.0;A VISTA;1937.6100000000001
696;2021-09-29 10:19:22;1203;10;2.0;A VISTA;1450.31
697;2021-09-29 10:19:22;813;1;2.0;PARCELADO;47.8
666;2021-09-30 11:20:34;572;4;4.0;A VISTA;1454.6799999999998
1374;2021-09-30 12:31:40;952;5;1.0;A VISTA;75.73
469;2021-10-01 09:09:10;371;9;3.0;PARCELADO;57.82
2339;2021-10-01 09:31:47;972;14;2.0;PARCELADO;813.9000000000001
1644;2021-10-03 13:48:51;537;15;4.0;A VISTA;1159.19
618;2021-10-03 17:11:18;292;2;3.0;A VISTA;401.4
1798;2021-10-04 13:39:39;1037;10;2.0;A VISTA;31.7
1087;2021-10-04 17:43:45;229;14;2.0;A VISTA;1048.46
1794;2021-10-06 11:26:52;844;11;4.0;A VISTA;20.72
2503;2021-10-07 10:08:34;66;8;1.0;A VISTA;1169.37
1881;2021-10-07 13:01:25;120;9;3.0;A VISTA;955.72
380;2021-10-09 09:32:09;702;8;2.0;A VISTA;410.49
1638;2021-10-09 13:41:07;855;15;2.0;A VISTA;79.07
790;2021-10-11 09:26:45;406;14;2.0;A VISTA;411.86
81;2021-10-13 11:06:34;885;14;4.0;A VISTA;932.8100000000001
1472;2021-10-13 13:07:28;1041;12;3.0;A VISTA;338.67
1904;2021-10-13 14:22:19;574;12;3.0;PARCELADO;553.52
2327;2021-10-14 10:13:45;1153;14;3.0;A VISTA;533.11
1502;2021-10-14 17:40:40;1108;16;4.0;PARCELADO;714.75
2153;2021-10-18 10:40:15;1187;2;2.0;A VISTA;59.81
783;2021-10-18 14:19:56;17;16;2.0;PARCELADO;1024.24
1056;2021-10-19 12:36:50;345;12;3.0;A VISTA;1008.04
1809;2021-10-20 11:16:32;195;5;4.0;A VISTA;1550.4900000000002
2404;2021-10-22 11:48:01;772;4;1.0;A VISTA;434.15999999999997
1534;2021-10-22 16:33:40;192;16;3.0;PARCELADO;1017.89
963;2021-10-23 13:39:52;1043;16;4.0;PARCELADO;261.24
1428;2021-10-23 14:59:48;52;0;3.0;PARCELADO;1640.33
2458;2021-10-23 15:36:27;69;9;1.0;PARCELADO;913.82
1470;2021-10-23 16:11:02;1355;0;1.0;A VISTA;968.31
931;2021-10-25 10:04:08;1183;16;4.0;A VISTA;1217.13
981;2021-10-26 10:56:58;76;4;4.0;PARCELADO;688.19
406;2021-10-28 12:20:10;1290;10;2.0;A VISTA;1605.12
1012;2021-10-28 17:26:03;326;16;1.0;A VISTA;218.22
2009;2021-10-29 13:19:44;467;3;4.0;A VISTA;842.94
1917;2021-10-31 12:16:02;54;8;3.0;A VISTA;39.44
597;2021-11-02 15:46:45;1381;15;3.0;A VISTA;544.16
1482;2021-11-03 12:38:04;733;2;3.0;PARCELADO;2019.1499999999999
2456;2021-11-04 11:14:02;466;4;2.0;A VISTA;630.56
1740;2021-11-05 12:11:44;660;6;2.0;A VISTA;136.45999999999998
1689;2021-11-06 10:01:16;344;11;2.0;A VISTA;64.77000000000001
2136;2021-11-06 14:42:47;1221;6;1.0;PARCELADO;1424.75
1691;2021-11-10 10:37:01;1147;12;3.0;A VISTA;987.35
2378;2021-11-11 09:56:48;754;6;1.0;PARCELADO;34.2
897;2021-11-13 17:16:43;925;11;3.0;A VISTA;1653.35
431;2021-11-18 10:44:08;325;0;2.0;PARCELADO;2378.32
63;2021-11-19 13:32:43;1116;8;3.0;A VISTA;734.8800000000001
1538;2021-11-20 09:19:09;430;7;1.0;A VISTA;869.54
2258;2021-11-20 14:50:24;474;16;4.0;A VISTA;5.15
1710;2021-11-22 17:43:10;17;4;2.0;A VISTA;1937.58
1223;2021-11-23 09:41:27;1247;5;4.0;A VISTA;1126.56
745;2021-11-23 15:37:58;1239;7;3.0;PARCELADO;1270.8
942;2021-11-23 16:35:57;950;12;3.0;A VISTA;803.11
1896;2021-11-25 16:10:32;1017;16;1.0;A VISTA;15.54
235;2021-11-26 16:06:51;160;11;2.0;A VISTA;1762.73
1123;2021-11-26 16:24:00;212;13;2.0;PARCELADO;677.6800000000001
2453;2021-11-28 15:09:35;963;5;2.0;A VISTA;199.07
2412;2021-11-30 16:00:23;111;15;1.0;A VISTA;1243.4
2413;2021-11-30 16:00:23;1082;1;3.0;A VISTA;827.12
761;2021-12-01 15:31:39;343;7;4.0;A VISTA;291.03999999999996
855;2021-12-02 16:18:27;1227;4;4.0;A VISTA;1170.12
1578;2021-12-03 17:09:57;1302;14;4.0;A VISTA;2112.02
1579;2021-12-03 17:09:57;604;1;1.0;PARCELADO;315.38
675;2021-12-05 12:42:14;1248;16;4.0;A VISTA;2795.15
1516;2021-12-06 10:02:10;417;13;4.0;A VISTA;449.64
1546;2021-12-06 16:09:21;861;14;4.0;A VISTA;2551.23
1901;2021-12-08 11:04:26;952;15;1.0;PARCELADO;247.54
1089;2021-12-12 15:42:52;35;11;4.0;A VISTA;66.75
1828;2021-12-13 13:36:09;1052;0;1.0;A VISTA;1405.98
631;2021-12-15 10:03:35;470;7;3.0;PARCELADO;2070.61
728;2021-12-16 10:36:24;227;9;3.0;PARCELADO;1100.1000000000001
1167;2021-12-16 15:06:26;1219;13;3.0;A VISTA;3405.53
1845;2021-12-17 09:07:29;190;4;4.0;A VISTA;223.5
643;2021-12-17 11:28:08;1107;0;4.0;A VISTA;2881.03
1202;2021-12-17 17:08:29;949;4;3.0;A VISTA;306.88
2095;2021-12-19 11:48:41;1337;6;4.0;PARCELADO;1461.4299999999998
1956;2021-12-20 14:06:05;30;3;3.0;A VISTA;89.55000000000001
1622;2021-12-22 09:30:35;863;9;3.0;A VISTA;6.55
71;2021-12-22 11:35:04;1077;7;1.0;A VISTA;1935.36
2443;2021-12-22 17:28:19;304;11;2.0;A VISTA;1960.39
2109;2021-12-26 10:49:54;223;7;1.0;A VISTA;1192.43
1433;2021-12-26 13:50:40;541;13;4.0;A VISTA;1162.86
856;2021-12-27 12:53:48;1223;15;2.0;PARCELADO;964.66
2466;2021-12-27 14:50:48;300;10;3.0;A VISTA;14.7
2004;2021-12-30 15:27:39;213;9;2.0;A VISTA;21.98
813;2022-01-01 06:37:31;652;0;2.0;PARCELADO;724.77
782;2022-01-01 10:56:58;904;3;2.0;A VISTA;869.45
630;2022-01-01 16:51:34;1044;6;1.0;A VISTA;241.06
1254;2022-01-01 16:56:27;568;6;3.0;A VISTA;27.0
2393;2022-01-02 11:40:49;718;3;1.0;PARCELADO;1968.58
1891;2022-01-03 15:18:49;34;6;2.0;A VISTA;1049.05
291;2022-01-07 10:25:18;919;5;2.0;A VISTA;334.78
1720;2022-01-07 11:48:23;734;4;2.0;A VISTA;1291.08
2021;2022-01-07 13:37:15;169;0;2.0;A VISTA;4.26
1961;2022-01-09 10:24:47;867;12;2.0;PARCELADO;579.95
969;2022-01-13 10:58:17;28;12;3.0;A VISTA;1685.24
2104;2022-01-15 11:02:42;958;9;3.0;A VISTA;23.96
1948;2022-01-17 12:55:23;961;8;3.0;A VISTA;1839.86
2498;2022-01-22 10:17:17;981;7;3.0;A VISTA;548.03
1721;2022-01-23 09:40:09;968;11;4.0;A VISTA;1503.0300000000002
1235;2022-01-23 12:40:07;324;8;3.0;A VISTA;610.68
438;2022-01-24 09:28:48;769;16;3.0;A VISTA;2114.48
439;2022-01-24 09:28:48;671;1;3.0;A VISTA;1014.8000000000001
298;2022-01-24 10:08:05;171;15;1.0;A VISTA;2290.61
787;2022-01-25 09:21:27;225;15;4.0;PARCELADO;930.64
1627;2022-01-26 15:34:16;1153;13;3.0;A VISTA;1261.92
1405;2022-01-28 10:14:48;635;7;2.0;PARCELADO;1044.41
1049;2022-01-28 15:22:25;43;6;1.0;PARCELADO;1081.52
2408;2022-01-29 10:03:17;459;6;2.0;A VISTA;1121.77
1506;2022-01-29 16:51:53;1210;11;1.0;A VISTA;2084.19
1310;2022-01-29 17:20:03;1225;13;4.0;A VISTA;485.22
934;2022-01-31 13:02:43;1044;16;3.0;A VISTA;3.69
1466;2022-02-01 14:02:26;975;6;4.0;A VISTA;915.44
1115;2022-02-03 11:05:29;1191;12;4.0;PARCELADO;2784.14
1355;2022-02-03 11:52:27;1070;14;1.0;A VISTA;85.0
600;2022-02-05 12:54:17;109;14;3.0;A VISTA;2402.43
700;2022-02-06 15:53:06;1010;9;2.0;PARCELADO;1349.87
1498;2022-02-08 09:43:56;194;13;2.0;A VISTA;2308.33
2441;2022-02-09 10:58:24;562;12;4.0;A VISTA;57.3
1160;2022-02-09 14:12:00;782;6;3.0;A VISTA;1528.8200000000002
343;2022-02-09 15:57:51;278;13;4.0;A VISTA;994.3199999999999
1975;2022-02-10 15:07:28;1118;13;2.0;A VISTA;818.4899999999999
2234;2022-02-12 13:24:04;763;6;2.0;A VISTA;29.8
871;2022-02-13 11:23:26;715;6;2.0;A VISTA;803.29
838;2022-02-13 11:53:11;885;6;1.0;A VISTA;556.4
1226;2022-02-13 16:49:03;175;11;2.0;A VISTA;1376.3600000000001
73;2022-02-15 16:48:50;742;7;4.0;A VISTA;2650.32
74;2022-02-15 16:48:50;480;1;2.0;A VISTA;371.3
4;2022-02-15 17:47:46;1044;11;4.0;A VISTA;1987.4499999999998
1080;2022-02-18 12:17:00;1216;13;3.0;A VISTA;490.39000000000004
1041;2022-02-18 16:22:50;643;12;3.0;A VISTA;1656.78
2048;2022-02-19 11:25:41;145;12;3.0;A VISTA;363.65000000000003
345;2022-02-20 16:20:09;1336;10;3.0;A VISTA;3471.13
1406;2022-02-24 12:07:25;1184;12;1.0;A VISTA;2101.77
1407;2022-02-24 12:07:25;84;1;3.0;A VISTA;1556.8700000000001
1270;2022-02-27 09:16:15;140;5;2.0;A VISTA;10.4
2031;2022-02-28 10:05:27;411;16;3.0;A VISTA;772.36
578;2022-02-28 12:09:40;452;2;2.0;A VISTA;10.85
2046;2022-03-03 10:44:42;1135;8;4.0;A VISTA;503.73
413;2022-03-08 17:49:52;758;3;4.0;PARCELADO;1975.78
659;2022-03-10 15:35:28;537;11;1.0;PARCELADO;1898.4
2223;2022-03-11 10:02:44;231;16;1.0;A VISTA;169.74
868;2022-03-12 17:30:17;745;8;2.0;A VISTA;1979.44
1321;2022-03-14 12:42:32;668;6;4.0;A VISTA;2201.78
395;2022-03-14 16:39:41;826;0;3.0;PARCELADO;2841.54
1698;2022-03-15 10:47:29;1128;16;1.0;A VISTA;36.27
1452;2022-03-15 14:22:28;499;13;4.0;PARCELADO;1157.05
859;2022-03-19 09:43:16;190;13;3.0;A VISTA;1891.8899999999999
799;2022-03-20 10:23:09;128;4;3.0;A VISTA;1461.96
2538;2022-03-21 11:58:01;838;14;4.0;A VISTA;1621.72
905;2022-03-22 14:40:00;757;6;1.0;A VISTA;573.41
829;2022-03-22 17:37:18;822;11;4.0;A VISTA;1283.47
1295;2022-03-23 11:15:25;761;7;1.0;PARCELADO;1950.88
1634;2022-03-23 13:22:19;212;7;1.0;A VISTA;752.02
1832;2022-03-24 14:02:57;563;3;4.0;PARCELADO;294.4
939;2022-03-24 15:34:22;868;6;1.0;A VISTA;724.94
1642;2022-03-25 11:13:31;1248;13;3.0;PARCELADO;707.72
1968;2022-03-26 00:16:30;342;0;3.0;A VISTA;2082.79
960;2022-03-27 09:06:17;1311;3;4.0;PARCELADO;402.46
1471;2022-03-27 16:19:22;404;11;1.0;A VISTA;472.87
1882;2022-03-29 12:48:12;759;14;1.0;A VISTA;34.57
444;2022-03-29 16:17:19;1347;7;3.0;PARCELADO;628.42
1010;2022-03-31 09:58:33;1393;12;2.0;A VISTA;1590.19
1913;2022-03-31 15:31:51;602;2;4.0;A VISTA;1983.57
1205;2022-03-31 16:00:26;605;6;4.0;A VISTA;221.08
49;2022-04-01 11:43:49;740;13;3.0;A VISTA;110.58
1488;2022-04-03 15:25:24;506;10;1.0;PARCELADO;104.02
366;2022-04-03 15:53:02;68;15;4.0;A VISTA;375.87
1232;2022-04-06 09:56:54;273;10;3.0;A VISTA;1244.61
1302;2022-04-12 09:52:12;686;12;4.0;A VISTA;316.32
731;2022-04-14 14:35:52;468;13;3.0;A VISTA;1108.4199999999998
725;2022-04-15 12:03:33;214;13;2.0;A VISTA;1006.1600000000001
262;2022-04-15 14:04:43;1008;14;3.0;A VISTA;29.520000000000003
1247;2022-04-18 12:26:10;150;8;2.0;A VISTA;28.29
2162;2022-04-19 11:10:05;304;16;3.0;A VISTA;52.11
1071;2022-04-19 14:09:31;1008;15;3.0;A VISTA;519.5500000000001
1142;2022-04-21 17:02:54;763;12;4.0;PARCELADO;443.22
2435;2022-04-22 16:17:04;781;6;3.0;PARCELADO;1016.31
2516;2022-04-22 16:43:54;953;3;2.0;A VISTA;2924.58
1719;2022-04-23 16:23:32;804;7;3.0;A VISTA;1161.19
253;2022-04-26 11:32:25;19;7;4.0;A VISTA;829.66
1630;2022-04-27 12:03:53;880;4;4.0;A VISTA;544.52
717;2022-04-28 16:30:35;878;13;4.0;PARCELADO;1829.62
2464;2022-04-29 13:07:52;1156;12;1.0;A VISTA;22.46
1370;2022-04-29 13:13:35;50;10;1.0;A VISTA;2541.89
1750;2022-04-29 13:24:33;396;6;3.0;A VISTA;2266.63
111;2022-04-29 14:58:34;635;2;1.0;A VISTA;1317.73
1074;2022-04-29 15:58:30;1040;12;2.0;A VISTA;1075.15
2371;2022-04-30 09:24:46;1322;16;1.0;PARCELADO;78.47
495;2022-05-02 15:17:27;286;8;4.0;A VISTA;33.4
2451;2022-05-03 12:04:16;797;11;3.0;A VISTA;1528.67
843;2022-05-03 13:44:58;677;14;3.0;PARCELADO;26.37
243;2022-05-03 15:55:01;3;16;1.0;A VISTA;2007.95
2375;2022-05-04 16:36:20;1258;3;4.0;A VISTA;2143.02
232;2022-05-08 11:04:14;1310;8;1.0;A VISTA;13.77
1002;2022-05-08 11:26:29;17;5;2.0;A VISTA;675.87
2125;2022-05-08 14:26:49;1084;12;3.0;A VISTA;8.44
236;2022-05-09 16:41:41;250;9;4.0;PARCELADO;36.32
647;2022-05-10 09:25:57;879;8;1.0;PARCELADO;1828.0
39;2022-05-15 10:09:21;55;8;3.0;A VISTA;3016.16
489;2022-05-15 12:23:25;356;5;4.0;PARCELADO;515.97
2197;2022-05-16 14:34:45;1112;12;4.0;PARCELADO;3430.87
1931;2022-05-20 13:15:30;731;11;1.0;A VISTA;388.78000000000003
800;2022-05-21 15:28:18;1188;2;3.0;A VISTA;59.040000000000006
801;2022-05-21 15:28:18;197;1;3.0;A VISTA;1019.97
1271;2022-05-22 14:45:34;672;12;2.0;A VISTA;1021.26
191;2022-05-24 09:00:10;97;12;2.0;A VISTA;1631.08
2070;2022-05-24 15:43:54;930;3;4.0;PARCELADO;26.2
1268;2022-05-25 02:48:46;535;0;1.0;A VISTA;924.63
418;2022-05-25 10:38:02;1382;9;1.0;A VISTA;2864.96
716;2022-05-25 12:45:50;416;9;4.0;A VISTA;3425.31
179;2022-05-28 11:11:24;1372;9;1.0;A VISTA;621.4300000000001
2383;2022-05-30 10:35:16;453;7;3.0;A VISTA;1073.87
2425;2022-05-31 06:07:48;42;0;4.0;A VISTA;825.3
2423;2022-06-01 12:47:35;217;9;2.0;A VISTA;2106.38
